Name,Email,Country,Hours_Studied,Marks,Attendance_%,Assignments_Score,Final_Grade
Student_414,student414@example.com,Brazil,8.99,70.27,77.36,92.21,A
Student_415,student415@example.com,Japan,1.96,75.94,73.74,96.12,C
Student_416,student416@example.com,USA,7.73,42.31,91.47,51.63,B
Student_417,student417@example.com,UK,9.85,39.72,61.37,83.99,D
Student_418,student418@example.com,Brazil,7.75,92.46,97.44,84.31,D
Student_419,student419@example.com,Australia,1.12,74.54,53.85,63.23,A
Student_420,student420@example.com,Australia,4.1,66.21,66.56,46.79,C
Student_421,student421@example.com,India,5.36,53.21,63.22,84.14,A
Student_422,student422@example.com,USA,2.44,77.93,67.18,79.31,A
Student_423,student423@example.com,Australia,4.12,51.8,57.41,87.01,B
Student_424,student424@example.com,USA,9.74,54.53,62.98,61.56,D
Student_425,student425@example.com,Australia,5.1,86.98,68.29,43.31,C
Student_426,student426@example.com,UK,5.11,75.08,87.93,50.25,D
Student_427,student427@example.com,Brazil,2.82,77.31,91.75,99.37,C
Student_428,student428@example.com,USA,3.45,42.8,69.26,44.57,B
Student_429,student429@example.com,Germany,3.73,52.82,53.51,41.44,C
Student_430,student430@example.com,Australia,5.67,76.05,65.0,86.57,D
Student_431,student431@example.com,USA,8.6,65.11,89.52,90.06,C
Student_432,student432@example.com,Japan,5.11,85.96,59.34,95.34,C
Student_433,student433@example.com,UK,3.39,81.73,81.01,68.31,C
Student_434,student434@example.com,USA,5.77,77.2,50.69,61.08,A
Student_435,student435@example.com,USA,6.21,66.06,97.54,42.8,C
Student_436,student436@example.com,Australia,7.53,72.24,54.17,93.54,A
Student_437,student437@example.com,Australia,5.22,39.72,82.87,93.55,A
Student_438,student438@example.com,Germany,6.7,58.69,52.26,52.58,C
Student_439,student439@example.com,Germany,4.36,60.94,73.62,81.07,A
Student_440,student440@example.com,India,9.25,69.48,92.04,94.92,C
Student_441,student441@example.com,Japan,5.87,70.02,80.6,96.51,C
Student_442,student442@example.com,Australia,2.61,43.02,70.81,80.61,D
Student_443,student443@example.com,Brazil,6.82,88.64,97.73,66.13,D
Student_444,student444@example.com,India,8.47,63.18,56.52,43.72,B
Student_445,student445@example.com,Japan,3.46,33.29,97.21,85.66,A
Student_446,student446@example.com,Germany,6.78,83.76,81.1,68.94,B
Student_447,student447@example.com,India,9.14,86.0,88.1,96.03,D
Student_448,student448@example.com,India,6.16,91.62,52.08,74.25,A
Student_449,student449@example.com,UK,8.96,33.6,90.19,42.85,D
Student_450,student450@example.com,Australia,6.76,77.83,51.55,89.73,B
Student_451,student451@example.com,Japan,2.01,43.4,63.34,97.01,A
Student_452,student452@example.com,Germany,9.51,30.96,57.14,61.3,A
Student_453,student453@example.com,Brazil,3.74,63.43,59.37,88.33,A
Student_454,student454@example.com,India,7.33,79.63,71.34,99.55,A
Student_455,student455@example.com,Germany,8.19,37.83,63.69,99.39,A
Student_456,student456@example.com,India,2.21,83.98,73.54,76.48,B
Student_457,student457@example.com,Japan,5.0,91.45,66.87,85.56,D
Student_458,student458@example.com,Japan,4.76,82.76,60.48,40.5,A
Student_459,student459@example.com,UK,6.41,58.66,92.75,51.73,A
Student_460,student460@example.com,USA,8.49,52.74,63.34,84.29,A
Student_461,student461@example.com,Canada,8.31,79.03,82.03,63.53,C
Student_462,student462@example.com,Germany,6.12,77.8,95.39,66.66,C
Student_463,student463@example.com,Germany,8.49,36.67,61.19,42.63,B
Student_464,student464@example.com,Australia,7.27,43.62,72.95,64.7,B
Student_465,student465@example.com,Australia,1.51,37.59,70.53,67.66,C
Student_466,student466@example.com,Canada,8.05,60.9,65.26,80.68,D
Student_467,student467@example.com,Australia,7.49,59.22,63.33,42.45,D
Student_468,student468@example.com,USA,1.3,34.83,77.48,63.08,A
Student_469,student469@example.com,India,6.9,79.91,89.9,66.48,D
Student_470,student470@example.com,India,1.98,31.78,87.42,63.96,D
Student_471,student471@example.com,USA,3.18,44.07,51.04,49.94,B
Student_472,student472@example.com,Germany,7.33,80.81,96.13,55.71,B
Student_473,student473@example.com,India,6.92,32.44,51.12,96.46,A
Student_474,student474@example.com,Brazil,9.43,72.74,50.48,53.39,A
Student_475,student475@example.com,Canada,6.01,38.96,93.53,41.58,A
Student_476,student476@example.com,Australia,3.94,80.5,92.29,61.41,B
Student_477,student477@example.com,Australia,3.85,98.09,61.12,68.79,D
Student_478,student478@example.com,Australia,3.78,88.67,87.9,98.8,C
Student_479,student479@example.com,Germany,7.01,30.45,77.33,65.07,C
Student_480,student480@example.com,Germany,3.38,70.76,84.81,87.27,D
Student_481,student481@example.com,Australia,2.79,66.06,57.93,98.38,A
Student_482,student482@example.com,India,5.4,54.41,97.49,73.42,A
Student_483,student483@example.com,Germany,4.74,88.04,58.87,74.15,B
Student_484,student484@example.com,Germany,8.57,91.09,92.45,41.37,B
Student_485,student485@example.com,India,1.62,54.06,73.36,63.82,A
Student_486,student486@example.com,India,2.32,87.4,77.35,41.8,A
Student_487,student487@example.com,Australia,5.71,91.51,59.7,74.59,C
Student_488,student488@example.com,Japan,6.52,71.32,73.54,41.15,C
Student_489,student489@example.com,Brazil,3.39,80.15,89.49,59.25,B
Student_490,student490@example.com,UK,8.99,79.85,67.98,64.46,C
Student_491,student491@example.com,USA,6.84,61.32,96.62,95.85,C
Student_492,student492@example.com,UK,5.73,69.37,71.38,50.79,C
Student_493,student493@example.com,India,4.68,56.42,63.42,80.99,B
Student_494,student494@example.com,India,1.89,96.83,83.19,66.94,C
Student_495,student495@example.com,Canada,5.92,89.29,67.18,75.51,B
Student_496,student496@example.com,Australia,9.24,66.21,69.55,62.07,C
Student_497,student497@example.com,USA,9.83,48.43,56.24,60.87,B
Student_498,student498@example.com,Brazil,4.19,85.33,62.92,46.08,C
Student_499,student499@example.com,UK,2.98,52.39,91.32,89.92,B
Student_500,student500@example.com,Australia,5.35,37.43,83.04,54.47,B
Student_501,student501@example.com,UK,1.45,44.82,70.54,96.0,B
Student_502,student502@example.com,Canada,1.06,45.56,54.3,44.2,C
Student_503,student503@example.com,USA,8.08,90.31,85.93,98.77,C
Student_504,student504@example.com,Canada,4.98,48.41,50.17,57.24,A
Student_505,student505@example.com,USA,2.72,82.25,85.45,82.47,A
Student_506,student506@example.com,Canada,7.46,61.13,59.19,67.09,D
Student_507,student507@example.com,Japan,2.86,75.17,84.88,90.04,B
Student_508,student508@example.com,Germany,5.12,71.17,95.23,48.59,B
Student_509,student509@example.com,India,5.16,39.32,73.92,52.65,A
Student_510,student510@example.com,India,8.06,46.9,79.31,90.78,D
Student_511,student511@example.com,Canada,9.61,71.45,92.38,95.31,D
Student_512,student512@example.com,Australia,7.62,46.12,76.12,82.55,A
Student_513,student513@example.com,Japan,9.51,56.13,64.32,84.29,D
Student_514,student514@example.com,UK,3.47,72.15,97.56,53.87,C
Student_515,student515@example.com,USA,1.54,80.12,71.94,60.04,C
Student_516,student516@example.com,USA,2.77,79.09,91.62,68.11,A
Student_517,student517@example.com,India,1.27,45.75,50.8,77.96,C
Student_518,student518@example.com,USA,2.36,71.69,55.87,60.06,D
Student_519,student519@example.com,Brazil,1.53,34.8,67.34,99.84,B
Student_520,student520@example.com,UK,9.03,32.75,92.12,82.64,D
Student_521,student521@example.com,UK,6.73,83.58,92.29,76.16,D
Student_522,student522@example.com,Japan,8.46,53.26,80.56,50.85,B
Student_523,student523@example.com,UK,7.21,86.37,89.27,57.66,C
Student_524,student524@example.com,Germany,3.75,83.4,72.75,90.48,B
Student_525,student525@example.com,Germany,7.5,50.38,80.59,41.71,A
Student_526,student526@example.com,Germany,9.95,67.02,59.72,51.65,C
Student_527,student527@example.com,Japan,4.59,42.92,73.74,81.11,B
Student_528,student528@example.com,Australia,9.29,34.91,57.53,57.36,C
Student_529,student529@example.com,Japan,9.3,75.1,99.41,84.22,C
Student_530,student530@example.com,Canada,5.64,46.27,84.41,54.38,C
Student_531,student531@example.com,Brazil,7.49,45.65,50.77,91.37,B
Student_532,student532@example.com,Japan,6.21,63.23,64.34,80.83,D
Student_533,student533@example.com,Canada,7.94,72.68,89.07,99.4,D
Student_534,student534@example.com,Japan,8.35,31.12,66.3,88.89,D
Student_535,student535@example.com,UK,8.61,70.18,85.82,84.33,A
Student_536,student536@example.com,USA,7.03,32.5,54.32,72.44,A
Student_537,student537@example.com,UK,7.16,65.0,70.31,70.43,B
Student_538,student538@example.com,Canada,6.41,87.49,55.92,88.87,D
Student_539,student539@example.com,India,6.84,82.81,91.22,56.58,C
Student_540,student540@example.com,India,7.53,67.78,84.08,86.04,C
Student_541,student541@example.com,USA,8.55,76.36,61.64,91.99,B
Student_542,student542@example.com,Canada,9.58,42.96,97.68,75.88,A
Student_543,student543@example.com,Canada,2.5,93.46,52.74,97.16,D
Student_544,student544@example.com,Australia,6.91,92.55,96.55,54.92,C
Student_545,student545@example.com,USA,3.87,86.95,96.25,65.99,A
Student_546,student546@example.com,India,4.67,33.66,94.68,42.39,D
Student_547,student547@example.com,Brazil,9.13,57.14,84.39,76.47,A
Student_548,student548@example.com,USA,8.1,62.81,84.83,52.91,C
Student_549,student549@example.com,Australia,7.66,93.58,75.32,70.76,C
Student_550,student550@example.com,India,6.79,65.27,80.2,69.93,B
Student_551,student551@example.com,Japan,3.71,45.52,71.82,75.0,C
Student_552,student552@example.com,USA,2.94,39.71,82.92,47.29,C
Student_553,student553@example.com,Brazil,5.48,50.08,93.3,86.17,D
Student_554,student554@example.com,Germany,1.16,93.93,77.67,98.07,B
Student_555,student555@example.com,Canada,7.25,55.6,90.43,85.53,B
Student_556,student556@example.com,Canada,7.68,35.0,84.26,55.58,D
Student_557,student557@example.com,Germany,4.91,54.76,50.24,68.9,B
Student_558,student558@example.com,USA,1.04,60.29,65.56,83.89,B
Student_559,student559@example.com,Australia,3.05,97.85,59.44,96.43,C
Student_560,student560@example.com,Canada,9.31,34.31,51.91,67.47,C
Student_561,student561@example.com,Brazil,5.5,95.1,56.06,42.75,C
Student_562,student562@example.com,India,5.59,93.65,79.97,85.67,C
Student_563,student563@example.com,Japan,3.29,38.52,88.49,47.21,D
Student_564,student564@example.com,UK,3.33,52.87,89.27,68.59,A
Student_565,student565@example.com,USA,3.1,50.68,52.39,76.31,A
Student_566,student566@example.com,USA,2.74,55.63,77.1,90.08,D
Student_567,student567@example.com,Canada,3.32,63.96,99.35,53.15,D
Student_568,student568@example.com,USA,2.1,57.71,61.05,76.69,A
Student_569,student569@example.com,Japan,2.18,64.07,92.38,94.85,A
Student_570,student570@example.com,Canada,6.12,65.57,66.6,96.77,B
Student_571,student571@example.com,UK,5.22,42.09,57.45,44.38,B
Student_572,student572@example.com,Canada,8.67,80.38,67.15,84.0,C
Student_573,student573@example.com,Brazil,4.66,78.1,66.62,42.03,B
Student_574,student574@example.com,India,1.44,65.98,60.84,59.4,B
Student_575,student575@example.com,Brazil,6.63,51.7,93.52,84.87,A
Student_576,student576@example.com,USA,5.34,36.88,98.14,56.25,A
Student_577,student577@example.com,Australia,9.01,84.85,50.04,43.9,B
Student_578,student578@example.com,UK,1.11,39.03,76.23,77.32,B
Student_579,student579@example.com,Brazil,9.13,70.91,96.54,86.25,A
Student_580,student580@example.com,Japan,5.88,52.06,74.32,78.2,B
Student_581,student581@example.com,Germany,4.71,71.75,95.58,75.25,A
Student_582,student582@example.com,Canada,2.42,61.14,58.58,80.79,B
Student_583,student583@example.com,India,7.19,76.04,88.01,96.55,D
Student_584,student584@example.com,USA,9.87,50.79,95.34,97.39,C
Student_585,student585@example.com,UK,2.85,78.21,96.76,50.48,C
Student_586,student586@example.com,UK,2.68,80.88,81.7,45.51,C
Student_587,student587@example.com,Germany,7.04,98.28,53.11,97.74,B
Student_588,student588@example.com,Japan,4.74,40.37,80.21,94.57,D
Student_589,student589@example.com,Australia,7.04,39.74,93.42,41.36,B
Student_590,student590@example.com,Canada,2.14,87.99,72.4,96.5,B
Student_591,student591@example.com,Australia,9.02,33.01,57.44,81.26,B
Student_592,student592@example.com,USA,5.85,34.24,99.74,95.75,A
Student_593,student593@example.com,India,7.67,72.3,78.89,55.82,D
Student_594,student594@example.com,Canada,7.83,65.82,71.85,77.78,A
Student_595,student595@example.com,USA,2.76,88.78,68.19,69.35,A
Student_596,student596@example.com,Brazil,9.52,57.94,95.43,87.1,B
Student_597,student597@example.com,Brazil,1.95,73.56,97.44,54.48,A
Student_598,student598@example.com,Australia,9.19,56.11,63.99,88.33,A
Student_599,student599@example.com,Japan,1.48,56.36,69.58,47.34,D
Student_600,student600@example.com,UK,8.31,79.72,61.8,97.03,A
Student_601,student601@example.com,USA,4.52,60.13,77.57,50.98,C
Student_602,student602@example.com,USA,3.68,44.38,77.21,60.32,A
Student_603,student603@example.com,Germany,4.35,36.97,68.84,87.69,D
Student_604,student604@example.com,USA,6.42,52.42,86.28,99.94,B
Student_605,student605@example.com,USA,7.33,95.98,50.64,83.22,A
Student_606,student606@example.com,Germany,8.37,77.84,68.39,55.82,B
Student_607,student607@example.com,Australia,9.17,75.7,93.51,57.9,A
Student_608,student608@example.com,UK,4.5,62.05,88.42,48.11,C
Student_609,student609@example.com,UK,1.11,54.01,91.24,45.79,C
Student_610,student610@example.com,USA,5.09,34.54,66.91,78.33,A
Student_611,student611@example.com,Brazil,7.77,73.49,52.79,56.73,A
Student_612,student612@example.com,Germany,1.43,54.61,91.92,51.48,A
Student_613,student613@example.com,India,7.83,56.5,81.11,98.55,A
Student_614,student614@example.com,USA,6.38,52.08,79.73,53.38,A
Student_615,student615@example.com,USA,5.06,85.71,56.23,64.0,A
Student_616,student616@example.com,Brazil,7.31,30.05,82.1,65.02,C
Student_617,student617@example.com,Germany,3.66,76.86,77.24,66.6,D
Student_618,student618@example.com,Germany,9.0,71.88,63.39,94.6,C
Student_619,student619@example.com,India,4.76,38.86,90.33,71.18,C
Student_620,student620@example.com,UK,3.38,85.11,62.97,56.95,C
Student_621,student621@example.com,USA,2.72,33.14,92.02,91.27,C
Student_622,student622@example.com,Australia,4.9,68.68,79.53,48.43,A
Student_623,student623@example.com,Canada,8.76,60.62,60.44,43.96,C
Student_624,student624@example.com,Japan,6.08,68.9,67.71,72.28,D
Student_625,student625@example.com,USA,8.18,51.12,69.62,87.16,B
Student_626,student626@example.com,UK,7.96,81.95,82.83,94.12,A
Student_627,student627@example.com,Japan,6.43,95.58,57.32,55.89,D
Student_628,student628@example.com,India,5.32,48.24,52.58,51.78,D
Student_629,student629@example.com,Canada,7.43,92.3,86.72,41.74,C
Student_630,student630@example.com,Japan,4.54,30.35,52.41,60.34,C
Student_631,student631@example.com,UK,5.03,39.73,79.64,67.77,A
Student_632,student632@example.com,USA,6.82,56.35,85.66,68.47,A
Student_633,student633@example.com,Canada,3.99,55.63,83.83,62.67,D
Student_634,student634@example.com,UK,3.43,42.68,71.7,61.0,A
Student_635,student635@example.com,Brazil,8.21,86.19,69.47,77.61,A
Student_636,student636@example.com,Australia,4.66,61.47,77.74,62.5,D
Student_637,student637@example.com,India,7.78,51.46,60.22,41.43,C
Student_638,student638@example.com,Germany,6.54,65.42,90.78,65.47,A
Student_639,student639@example.com,Japan,4.48,80.04,61.07,58.34,D
Student_640,student640@example.com,Brazil,8.58,85.17,77.28,72.22,C
Student_641,student641@example.com,UK,5.54,45.3,93.16,99.45,D
Student_642,student642@example.com,India,1.33,34.83,65.92,97.85,A
Student_643,student643@example.com,USA,4.78,60.89,91.19,79.02,A
Student_644,student644@example.com,Brazil,4.47,82.96,98.63,41.76,C
Student_645,student645@example.com,India,3.48,70.31,89.29,78.34,D
Student_646,student646@example.com,UK,4.92,69.07,94.99,53.48,C
Student_647,student647@example.com,USA,8.97,92.89,72.6,98.93,A
Student_648,student648@example.com,Australia,1.6,90.81,91.26,68.6,A
Student_649,student649@example.com,UK,9.26,41.88,73.61,90.45,D
Student_650,student650@example.com,Brazil,6.89,40.59,60.61,54.38,B
Student_651,student651@example.com,India,2.59,62.24,93.33,55.43,B
Student_652,student652@example.com,Brazil,1.27,41.06,66.03,51.6,A
Student_653,student653@example.com,Germany,1.5,81.51,92.24,82.3,C
Student_654,student654@example.com,USA,9.86,63.56,58.27,71.83,D
Student_655,student655@example.com,Germany,4.96,44.54,57.09,76.82,C
Student_656,student656@example.com,Japan,2.38,52.14,52.45,78.73,D
Student_657,student657@example.com,USA,8.34,66.02,53.05,79.87,D
Student_658,student658@example.com,UK,9.86,61.56,77.21,64.25,A
Student_659,student659@example.com,UK,5.31,60.09,90.2,73.77,C
Student_660,student660@example.com,USA,2.44,62.85,97.45,72.33,A
Student_661,student661@example.com,Brazil,7.23,65.21,65.24,63.68,C
Student_662,student662@example.com,India,5.43,61.22,91.52,61.18,D
Student_663,student663@example.com,Japan,1.84,32.0,88.38,74.6,D
Student_664,student664@example.com,UK,8.62,79.61,52.5,86.5,A
Student_665,student665@example.com,UK,8.54,91.32,60.64,80.38,C
Student_666,student666@example.com,Brazil,1.4,98.95,76.42,90.69,B
Student_667,student667@example.com,USA,6.12,45.96,62.41,83.7,C
Student_668,student668@example.com,Brazil,5.64,79.58,58.98,48.38,B
Student_669,student669@example.com,USA,1.85,79.01,93.28,48.19,B
Student_670,student670@example.com,Brazil,3.63,52.08,66.9,63.13,C
Student_671,student671@example.com,Japan,1.17,32.21,97.92,92.98,C
Student_672,student672@example.com,Australia,4.45,36.8,70.22,71.7,A
Student_673,student673@example.com,Brazil,8.38,67.81,77.99,58.94,C
Student_674,student674@example.com,Canada,4.91,71.7,59.72,86.7,A
Student_675,student675@example.com,Canada,5.44,30.51,97.25,78.66,B
Student_676,student676@example.com,Germany,2.97,83.12,90.0,77.37,A
Student_677,student677@example.com,Brazil,8.54,53.51,78.93,83.68,C
Student_678,student678@example.com,Germany,8.95,45.38,92.46,73.49,C
Student_679,student679@example.com,India,9.61,71.65,68.82,61.97,D
Student_680,student680@example.com,Brazil,1.62,47.33,64.99,88.93,A
Student_681,student681@example.com,UK,2.05,82.65,97.77,53.22,B
Student_682,student682@example.com,UK,3.46,35.16,58.66,99.03,B
Student_683,student683@example.com,Germany,3.35,57.92,56.11,58.96,B
Student_684,student684@example.com,Germany,2.91,75.99,87.72,77.66,B
Student_685,student685@example.com,Brazil,7.47,94.74,76.75,52.5,C
